distrito,numero_distrito,barrio,numero_barrio,tipo,nueva_construccion,metros2_const,n_habitaciones,n_banos,jardin,piscina,parking,precio_venta,eurosm2_distrito,eurosm2_barrio
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Pisos,False,163.0,3,2.0,False,True,True,795000,4877,4275.46
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,93.0,2,2.0,False,True,True,460000,4946,4456.18
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Pisos,False,70.0,2,1.0,False,True,True,373000,5329,4275.46
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,166.0,3,3.0,False,True,True,790000,4759,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,213.0,3,3.0,False,True,True,720000,3380,4456.18
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,990.0,6,4.0,True,False,True,1600000,1616,4275.46
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Pisos,False,65.0,1,1.0,False,True,True,330000,5077,4275.46
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,476.0,5,5.0,True,True,True,1740000,3655,4275.46
Hortaleza,District 9,Canillas,Neighborhood 58,Casa o chalet,False,257.0,5,3.0,True,False,False,820000,3191,3152.53
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Áticos,False,92.0,2,1.0,False,True,True,405000,4402,4456.18
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,425.0,5,5.0,True,True,True,1800000,4235,4275.46
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,56.0,3,1.0,False,False,False,179000,3196,2915.33
Hortaleza,District 9,Virgen del Cortijo - Manoteras,Neighborhood 64,Áticos,False,120.0,1,1.0,False,False,True,345000,2875,3636.96
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,142.0,4,3.0,False,True,True,740000,5211,2915.33
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,53.0,1,1.0,False,True,False,280000,5283,4456.18
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,127.0,3,2.0,False,True,True,472000,3717,3607.13
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,142.0,4,3.0,False,True,True,720000,5070,2915.33
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,101.0,2,2.0,False,True,True,420000,4158,4456.18
Hortaleza,District 9,Canillas,Neighborhood 58,Áticos,False,68.0,2,2.0,False,True,True,310000,4559,3152.53
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,82.0,2,2.0,False,True,True,385000,4695,4456.18
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,500.0,6,6.0,True,True,True,1850000,3700,4275.46
Hortaleza,District 9,Virgen del Cortijo - Manoteras,Neighborhood 64,Dúplex,False,80.0,1,1.0,False,False,True,240000,3000,3636.96
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,82.0,3,1.0,False,False,False,235000,2866,2915.33
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,65.0,2,1.0,False,False,False,189000,2908,2915.33
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,112.0,4,2.0,False,False,False,315000,2812,2915.33
Hortaleza,District 9,Canillas,Neighborhood 58,Pisos,False,50.0,1,1.0,False,False,True,198000,3960,3152.53
Hortaleza,District 9,Virgen del Cortijo - Manoteras,Neighborhood 64,Pisos,False,120.0,3,2.0,False,True,True,550000,4583,3636.96
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,83.0,3,2.0,False,False,False,308000,3711,2915.33
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,92.0,2,2.0,False,True,True,399900,4347,4456.18
Hortaleza,District 9,Palomas,Neighborhood 60,Áticos,False,122.0,3,2.0,False,True,True,600000,4918,3773.82
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,666.0,5,5.0,False,True,False,3047000,4575,4275.46
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Áticos,False,175.0,4,2.0,False,True,True,795000,4543,4456.18
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Pisos,False,138.0,3,3.0,False,True,True,668000,4841,4275.46
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,347.0,5,4.0,True,True,True,1225000,3530,4275.46
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,False,195.0,4,3.0,False,True,True,995000,5103,3607.13
Hortaleza,District 9,Canillas,Neighborhood 58,Casa o chalet,False,984.0,9,9.0,True,True,True,2300000,2337,3152.53
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,110.0,3,2.0,False,False,True,455000,4136,4456.18
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,370.0,7,5.0,True,True,True,1100000,2973,4275.46
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Áticos,True,365.0,4,7.0,False,True,True,3265000,8945,4275.46
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,70.0,3,1.0,False,False,False,149000,2129,2915.33
Hortaleza,District 9,Apóstol Santiago,Neighborhood 57,Pisos,False,167.0,5,3.0,False,False,False,400000,2395,2679.63
Hortaleza,District 9,Canillas,Neighborhood 58,Pisos,False,115.0,3,1.0,False,False,False,299000,2600,3152.53
Hortaleza,District 9,Canillas,Neighborhood 58,Casa o chalet,False,228.0,4,3.0,True,False,True,660000,2895,3152.53
Hortaleza,District 9,Canillas,Neighborhood 58,Pisos,False,100.0,3,2.0,False,False,True,335000,3350,3152.53
Hortaleza,District 9,Virgen del Cortijo - Manoteras,Neighborhood 64,Pisos,False,68.0,1,1.0,False,True,True,335000,4926,3636.96
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,62.0,2,1.0,False,False,False,153000,2468,2915.33
Hortaleza,District 9,Canillas,Neighborhood 58,Pisos,False,101.0,4,2.0,False,False,True,285000,2822,3152.53
Hortaleza,District 9,Apóstol Santiago,Neighborhood 57,Pisos,False,72.0,3,1.0,False,False,False,160000,2222,2679.63
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,70.0,3,1.0,False,False,False,165000,2357,2915.33
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,60.0,2,1.0,False,False,False,175000,2917,2915.33
Hortaleza,District 9,Virgen del Cortijo - Manoteras,Neighborhood 64,Pisos,False,164.0,3,3.0,False,True,True,628000,3829,3636.96
Hortaleza,District 9,Virgen del Cortijo - Manoteras,Neighborhood 64,Dúplex,False,94.0,1,1.0,False,False,True,215000,2287,3636.96
Hortaleza,District 9,Canillas,Neighborhood 58,Pisos,False,110.0,3,1.0,False,False,False,289000,2627,3152.53
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,800.0,7,7.0,True,True,False,3850000,4812,4275.46
Hortaleza,District 9,Virgen del Cortijo - Manoteras,Neighborhood 64,Áticos,False,185.0,1,2.0,False,False,True,490000,2649,3636.96
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,72.0,3,1.0,False,False,False,198000,2750,2915.33
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,152.0,3,2.0,False,True,True,510000,3355,4456.18
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,False,110.0,2,2.0,False,True,True,339000,3082,3607.13
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,91.0,2,2.0,False,True,True,364800,4009,4456.18
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,78.0,3,1.0,False,False,False,188400,2415,2915.33
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,102.0,3,2.0,False,True,True,424000,4157,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,176.0,4,3.0,False,True,False,730821,4152,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,131.0,3,2.0,False,True,False,610812,4663,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,153.0,4,2.0,False,True,False,725418,4741,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,185.0,4,3.0,False,True,False,860000,4649,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,124.0,3,2.0,False,True,False,690541,5569,4456.18
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,56.0,3,1.0,False,False,False,179000,3196,2915.33
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,139.0,3,2.0,False,False,False,570620,4105,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,138.0,3,2.0,False,False,False,628000,4551,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Dúplex,True,199.0,4,3.0,False,False,False,763000,3834,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,211.0,4,4.0,False,False,False,857000,4062,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,139.0,3,2.0,False,False,False,554140,3987,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,139.0,3,2.0,False,False,False,543840,3913,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,146.0,3,2.0,False,False,False,570620,3908,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,139.0,3,2.0,False,False,False,560320,4031,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,146.0,3,2.0,False,False,False,513970,3520,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,185.0,4,3.0,False,False,False,790000,4270,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,146.0,3,2.0,False,False,False,560320,3838,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,146.0,3,2.0,False,False,False,534570,3661,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,199.0,4,3.0,False,False,False,743000,3734,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,146.0,3,2.0,False,False,False,524270,3591,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,146.0,3,2.0,False,False,False,493370,3379,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,146.0,3,2.0,False,False,False,512940,3513,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,199.0,4,3.0,False,False,False,723000,3633,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,122.0,2,2.0,False,False,False,486160,3985,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,146.0,3,2.0,False,False,False,550020,3767,3607.13
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,75.0,2,1.0,False,False,True,280000,3733,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,108.0,2,2.0,False,True,False,525000,4861,4456.18
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,156.0,3,2.0,False,True,False,570000,3654,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,156.0,3,2.0,False,True,False,555000,3558,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,156.0,3,2.0,False,True,False,577000,3699,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Áticos,True,212.0,3,2.0,False,True,False,924000,4358,3607.13
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,430.0,5,6.0,True,True,True,1450000,3372,4275.46
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,78.0,3,1.0,False,False,False,188400,2415,2915.33
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Pisos,False,400.0,5,4.0,False,True,True,1550000,3875,4275.46
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,133.0,3,2.0,False,True,True,595800,4480,4456.18
Hortaleza,District 9,Palomas,Neighborhood 60,Casa o chalet,True,346.0,4,4.0,True,False,False,1320000,3815,3773.82
Hortaleza,District 9,Apóstol Santiago,Neighborhood 57,Pisos,False,87.0,3,1.0,False,False,False,231000,2655,2679.63
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,120.0,3,2.0,False,True,True,600000,5000,2915.33
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,549.0,5,6.0,True,True,True,1800000,3279,4275.46
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,600.0,4,7.0,True,True,True,1850000,3083,4275.46
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,78.0,3,1.0,False,False,False,188400,2415,2915.33
Hortaleza,District 9,Canillas,Neighborhood 58,Pisos,False,90.0,2,1.0,False,True,False,415000,4611,3152.53
Hortaleza,District 9,Canillas,Neighborhood 58,Pisos,False,80.0,3,1.0,False,False,True,279000,3488,3152.53
Hortaleza,District 9,Canillas,Neighborhood 58,Pisos,False,63.0,3,1.0,False,False,False,175000,2778,3152.53
Hortaleza,District 9,Virgen del Cortijo - Manoteras,Neighborhood 64,Pisos,False,108.0,2,2.0,False,True,True,435000,4028,3636.96
Hortaleza,District 9,Canillas,Neighborhood 58,Pisos,False,63.0,2,1.0,False,False,False,180000,2857,3152.53
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,121.0,4,2.0,False,False,False,335000,2769,2915.33
Hortaleza,District 9,Canillas,Neighborhood 58,Pisos,False,77.0,4,1.0,False,False,False,185000,2403,3152.53
Hortaleza,District 9,Canillas,Neighborhood 58,Pisos,False,61.0,3,1.0,False,False,False,214000,3508,3152.53
Hortaleza,District 9,Canillas,Neighborhood 58,Casa o chalet,False,400.0,5,6.0,True,True,True,980000,2450,3152.53
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,475.0,4,4.0,True,False,True,1600000,3368,4275.46
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,350.0,5,4.0,True,True,True,1225000,3500,4275.46
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,126.0,3,2.0,False,True,True,425000,3373,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,90.0,3,2.0,False,False,True,395000,4389,4456.18
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,480.0,5,4.0,True,False,True,1600000,3333,4275.46
Hortaleza,District 9,Palomas,Neighborhood 60,Pisos,False,159.0,3,2.0,False,False,True,750000,4717,3773.82
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,128.0,3,2.0,False,False,True,370000,2891,2915.33
Hortaleza,District 9,Canillas,Neighborhood 58,Pisos,False,111.0,3,1.0,False,False,True,359900,3242,3152.53
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,74.0,2,1.0,False,False,False,187000,2527,2915.33
Hortaleza,District 9,Canillas,Neighborhood 58,Pisos,False,89.0,3,2.0,False,False,False,239000,2685,3152.53
Hortaleza,District 9,Palomas,Neighborhood 60,Pisos,False,98.0,2,2.0,False,True,True,495000,5051,3773.82
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,57.0,2,1.0,False,False,False,164000,2877,2915.33
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,140.0,3,2.0,False,True,True,450000,3214,4456.18
Hortaleza,District 9,Canillas,Neighborhood 58,Casa o chalet,False,416.0,12,8.0,True,False,True,1298000,3120,3152.53
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,76.0,2,1.0,False,False,False,185000,2434,2915.33
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,67.0,2,1.0,False,True,True,335000,5000,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,137.0,3,2.0,False,True,True,490000,3577,4456.18
Hortaleza,District 9,Palomas,Neighborhood 60,Pisos,False,161.0,3,2.0,False,True,True,750000,4658,3773.82
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Pisos,False,165.0,3,2.0,False,True,True,720000,4364,4275.46
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,134.0,3,2.0,False,True,False,610212,4554,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,131.0,3,2.0,False,True,False,570447,4355,4456.18
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Casa o chalet,False,288.0,3,3.0,False,False,True,635000,2205,3607.13
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,89.0,2,2.0,False,True,True,435000,4888,4456.18
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,True,129.0,3,2.0,False,True,False,499000,3868,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Casa o chalet,True,260.0,5,3.0,True,True,True,710000,2731,3607.13
Hortaleza,District 9,Palomas,Neighborhood 60,Casa o chalet,False,260.0,5,3.0,True,False,True,715000,2750,3773.82
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Pisos,False,89.0,2,2.0,False,True,True,445000,5000,4275.46
Hortaleza,District 9,Palomas,Neighborhood 60,Áticos,False,183.0,3,3.0,False,True,True,945000,5164,3773.82
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,548.0,5,6.0,True,True,True,1790000,3266,4275.46
Hortaleza,District 9,Canillas,Neighborhood 58,Pisos,True,58.0,1,1.0,False,False,False,242152,4175,3152.53
Hortaleza,District 9,Canillas,Neighborhood 58,Pisos,True,58.0,1,1.0,False,False,False,239235,4125,3152.53
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,168.0,4,3.0,False,True,True,758450,4515,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,169.0,4,3.0,False,True,True,763450,4517,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,169.0,4,3.0,False,True,True,768450,4547,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,169.0,4,3.0,False,True,True,760650,4501,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,150.0,3,2.0,False,True,True,796350,5309,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,151.0,3,2.0,False,True,True,680250,4505,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,172.0,4,3.0,False,True,True,775750,4510,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,151.0,3,2.0,False,True,True,688150,4557,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,151.0,3,2.0,False,True,True,695250,4604,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,168.0,4,3.0,False,True,True,775650,4617,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,161.0,4,3.0,False,True,True,836650,5197,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,151.0,3,2.0,False,True,True,693150,4590,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,151.0,3,2.0,False,True,True,700250,4637,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,168.0,4,2.0,False,True,True,765650,4557,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,132.0,3,2.0,False,True,True,727150,5509,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,160.0,4,3.0,False,True,True,840050,5250,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,151.0,3,2.0,False,True,True,690250,4571,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,True,151.0,3,2.0,False,True,True,685250,4538,4456.18
Hortaleza,District 9,Virgen del Cortijo - Manoteras,Neighborhood 64,Pisos,False,90.0,2,2.0,False,True,True,440000,4889,3636.96
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,166.0,3,2.0,False,True,True,790000,4759,4456.18
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,136.0,3,2.0,False,True,True,570000,4191,4456.18
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Dúplex,False,220.0,4,3.0,False,True,True,975000,4432,4275.46
Hortaleza,District 9,Palomas,Neighborhood 60,Casa o chalet,False,353.0,5,4.0,True,True,True,820000,2323,3773.82
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,108.0,3,2.0,False,True,True,460000,4259,2915.33
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,124.0,3,2.0,False,True,True,585000,4718,4456.18
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Casa o chalet,False,320.0,5,3.0,True,False,False,620000,1938,3607.13
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,430.0,5,5.0,True,True,True,1450000,3372,4275.46
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Casa o chalet,False,403.0,6,5.0,True,True,True,785000,1948,3607.13
Hortaleza,District 9,Apóstol Santiago,Neighborhood 57,Pisos,False,55.0,2,1.0,False,False,False,145000,2636,2679.63
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,78.0,3,1.0,False,False,False,188400,2415,2915.33
Hortaleza,District 9,Virgen del Cortijo - Manoteras,Neighborhood 64,Pisos,False,107.0,2,2.0,False,True,True,450000,4206,3636.96
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,87.0,2,2.0,False,True,True,454000,5218,4456.18
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Pisos,False,150.0,3,2.0,False,True,False,699000,4660,4275.46
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Casa o chalet,False,220.0,4,4.0,True,True,True,848000,3855,2915.33
Hortaleza,District 9,Canillas,Neighborhood 58,Casa o chalet,False,420.0,4,2.0,True,False,True,740000,1762,3152.53
Hortaleza,District 9,Apóstol Santiago,Neighborhood 57,Casa o chalet,False,362.0,8,4.0,True,True,True,1050000,2901,2679.63
Hortaleza,District 9,Apóstol Santiago,Neighborhood 57,Dúplex,False,167.0,4,4.0,False,True,True,739000,4425,2679.63
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,True,41.0,1,1.0,False,True,True,228000,5561,2915.33
Hortaleza,District 9,Apóstol Santiago,Neighborhood 57,Casa o chalet,False,240.0,4,3.0,True,False,False,1157000,4821,2679.63
Hortaleza,District 9,Canillas,Neighborhood 58,Casa o chalet,False,450.0,6,5.0,True,True,True,1155000,2567,3152.53
Hortaleza,District 9,Canillas,Neighborhood 58,Casa o chalet,False,379.0,6,3.0,True,True,False,1190000,3140,3152.53
Hortaleza,District 9,Palomas,Neighborhood 60,Casa o chalet,False,275.0,4,5.0,True,False,True,850000,3091,3773.82
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,70.0,2,1.0,False,False,False,230000,3286,2915.33
Hortaleza,District 9,Canillas,Neighborhood 58,Casa o chalet,False,150.0,4,3.0,True,False,True,549000,3660,3152.53
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,666.0,5,5.0,True,True,True,2500000,3754,4275.46
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,540.0,6,5.0,True,True,True,2500000,4630,4275.46
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,180.0,4,3.0,False,True,True,710000,3944,4456.18
Hortaleza,District 9,Virgen del Cortijo - Manoteras,Neighborhood 64,Pisos,False,130.0,3,3.0,False,True,True,595000,4577,3636.96
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Pisos,False,120.0,3,2.0,False,True,True,650000,5417,4275.46
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Pisos,False,170.0,3,2.0,False,True,True,680000,4000,4275.46
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Áticos,False,348.0,4,7.0,False,True,True,2890000,8305,4275.46
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,447.0,5,6.0,True,True,True,1290000,2886,4275.46
Hortaleza,District 9,Canillas,Neighborhood 58,Pisos,False,340.0,6,4.0,False,False,True,980000,2882,3152.53
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,423.0,5,6.0,True,True,True,1380000,3262,4275.46
Hortaleza,District 9,Sanchinarro,Neighborhood 62,Pisos,False,101.0,2,2.0,False,True,True,460000,4554,4456.18
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Pisos,False,243.0,3,3.0,False,True,True,998000,4107,4275.46
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,666.0,5,5.0,True,True,True,3047000,4575,4275.46
Hortaleza,District 9,Canillas,Neighborhood 58,Pisos,False,126.0,3,2.0,False,True,True,600000,4762,3152.53
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Casa o chalet,True,399.0,4,3.0,True,True,True,875000,2193,3607.13
Hortaleza,District 9,Valdebebas - Valdefuentes,Neighborhood 63,Pisos,False,108.0,2,2.0,False,True,True,339000,3139,3607.13
Hortaleza,District 9,Palomas,Neighborhood 60,Pisos,False,277.0,5,5.0,False,True,True,1450000,5235,3773.82
Hortaleza,District 9,Virgen del Cortijo - Manoteras,Neighborhood 64,Dúplex,False,120.0,1,1.0,False,False,True,305000,2542,3636.96
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,580.0,5,5.0,True,True,True,1850000,3190,4275.46
Hortaleza,District 9,Pinar del Rey,Neighborhood 61,Pisos,False,86.0,3,1.0,False,False,False,219000,2547,2915.33
Hortaleza,District 9,Canillas,Neighborhood 58,Pisos,False,70.0,2,1.0,False,False,False,189000,2700,3152.53
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,901.0,5,8.0,True,True,True,4500000,4994,4275.46
Hortaleza,District 9,Palomas,Neighborhood 60,Casa o chalet,False,415.0,5,5.0,True,True,True,950000,2289,3773.82
Hortaleza,District 9,Palomas,Neighborhood 60,Áticos,False,140.0,3,2.0,False,True,True,695000,4964,3773.82
Hortaleza,District 9,Canillas,Neighborhood 58,Casa o chalet,False,400.0,5,5.0,True,True,True,1590000,3975,3152.53
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Áticos,False,140.0,3,3.0,False,True,True,990000,7071,4275.46
Hortaleza,District 9,Conde Orgaz-Piovera,Neighborhood 59,Casa o chalet,False,450.0,3,5.0,True,True,True,1450000,3222,4275.46
