distrito,numero_distrito,barrio,numero_barrio,tipo,nueva_construccion,metros2_const,n_habitaciones,n_banos,jardin,piscina,parking,precio_venta,eurosm2_distrito,eurosm2_barrio
Villaverde,District 21,San Cristóbal,Neighborhood 135,Pisos,False,64.0,2,1.0,False,False,False,85000,1328,1308.89
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,70.0,3,1.0,False,False,False,129900,1856,1796.68
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,94.0,2,2.0,False,False,False,144247,1535,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,64.0,2,1.0,False,False,False,109900,1717,1617.18
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,108.0,2,2.0,False,True,True,260000,2407,1827.79
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,126.0,4,2.0,False,False,True,195000,1548,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,120.0,5,2.0,False,True,True,190000,1583,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,125.0,3,2.0,False,False,False,198500,1588,1617.18
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,False,84.0,3,2.0,False,True,True,212000,2524,2197.8
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,85.0,2,1.0,False,False,False,131400,1546,1827.79
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,69.0,2,2.0,False,False,False,118000,1710,1617.18
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,False,122.0,3,2.0,False,True,True,246900,2024,2197.8
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,123.0,3,2.0,False,False,False,195000,1585,1827.79
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,109.0,3,2.0,False,False,False,205000,1881,1796.68
Villaverde,District 21,San Cristóbal,Neighborhood 135,Pisos,False,64.0,3,1.0,False,False,False,72000,1125,1308.89
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,115.0,3,1.0,False,False,False,160000,1391,1827.79
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,115.0,3,1.0,False,False,False,184900,1608,1827.79
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,65.0,3,1.0,False,False,False,90000,1385,1796.68
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,75.0,3,1.0,False,False,False,129900,1732,1617.18
Villaverde,District 21,San Cristóbal,Neighborhood 135,Pisos,False,60.0,2,1.0,False,False,False,94900,1582,1308.89
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,60.0,2,1.0,False,False,False,89900,1498,1617.18
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,95.0,4,2.0,False,False,False,144900,1525,1796.68
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,76.0,3,1.0,False,False,False,110000,1447,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,51.0,2,1.0,False,False,False,93000,1824,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,134.0,3,2.0,False,False,False,130000,970,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,75.0,3,1.0,False,False,True,138000,1840,1617.18
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,False,112.0,4,2.0,False,True,True,280000,2500,2197.8
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,65.0,3,1.0,False,True,False,150000,2308,1827.79
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,70.0,2,1.0,False,False,False,145900,2084,1617.18
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,123.0,3,2.0,False,True,True,298000,2423,1827.79
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,72.0,2,1.0,False,False,True,138000,1917,1617.18
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,False,61.0,3,1.0,False,False,False,100000,1639,2197.8
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,71.0,3,1.0,False,False,False,131400,1851,1617.18
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,87.0,3,1.0,False,False,False,96000,1103,1827.79
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,60.0,2,1.0,False,False,False,154000,2567,1617.18
Villaverde,District 21,Butarque,Neighborhood 131,Dúplex,False,125.0,3,3.0,False,True,False,275000,2200,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,97.0,2,2.0,False,True,False,266122,2744,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,93.0,2,2.0,False,True,False,228273,2455,2197.8
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,103.0,4,2.0,False,False,False,171900,1669,1796.68
Villaverde,District 21,Butarque,Neighborhood 131,Áticos,False,83.0,2,2.0,False,True,True,228273,2750,2197.8
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,45.0,2,1.0,False,False,False,85000,1889,1827.79
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,120.0,3,2.0,False,True,True,298000,2483,1827.79
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,74.0,3,1.0,False,False,False,139000,1878,1796.68
Villaverde,District 21,Butarque,Neighborhood 131,Dúplex,False,125.0,3,2.0,False,True,False,272500,2180,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,False,126.0,4,2.0,False,True,True,275000,2183,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Áticos,False,158.0,3,2.0,False,True,True,289000,1829,2197.8
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,65.0,2,1.0,False,False,False,115000,1769,1827.79
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,108.0,3,2.0,False,False,False,179000,1657,1796.68
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,62.0,2,1.0,False,False,False,123000,1984,1617.18
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,51.0,2,1.0,False,False,False,89500,1755,1827.79
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,False,112.0,3,2.0,False,True,True,289000,2580,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,109.0,3,2.0,False,True,True,216278,1984,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,107.0,3,2.0,False,True,True,207503,1939,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,76.0,2,2.0,False,True,True,162793,2142,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,105.0,3,2.0,False,True,True,204999,1952,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,109.0,3,2.0,False,True,True,220879,2026,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,108.0,3,2.0,False,True,True,218258,2021,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,109.0,3,2.0,False,True,True,231855,2127,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,76.0,2,2.0,False,True,True,163397,2150,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,76.0,2,2.0,False,True,True,160759,2115,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,108.0,3,2.0,False,True,True,217169,2011,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,76.0,2,2.0,False,True,True,165208,2174,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,109.0,3,2.0,False,True,True,219775,2016,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,108.0,3,2.0,False,True,True,230817,2137,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,108.0,3,2.0,False,True,True,213722,1979,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Áticos,True,111.0,2,2.0,False,True,True,230749,2079,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,115.0,3,2.0,False,True,True,233789,2033,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,115.0,3,2.0,False,True,True,230789,2007,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,117.0,3,2.0,False,True,True,244171,2087,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,117.0,3,2.0,False,True,True,243468,2081,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,117.0,3,2.0,False,True,True,244798,2092,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,118.0,3,2.0,False,True,True,219235,1858,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,115.0,3,2.0,False,True,True,242789,2111,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,106.0,3,2.0,False,True,False,251569,2373,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,103.0,3,2.0,False,True,False,235402,2285,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,103.0,3,2.0,False,True,False,235172,2283,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,103.0,3,2.0,False,True,False,236227,2293,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,114.0,3,2.0,False,True,False,254710,2234,2197.8
Villaverde,District 21,San Andrés,Neighborhood 134,Casa o chalet,False,150.0,2,1.0,False,False,True,159000,1060,1617.18
Villaverde,District 21,Butarque,Neighborhood 131,Dúplex,False,140.0,3,3.0,False,True,False,272500,1946,2197.8
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,58.0,3,1.0,False,False,False,85000,1466,1827.79
Villaverde,District 21,San Cristóbal,Neighborhood 135,Pisos,False,65.0,3,1.0,False,False,False,94000,1446,1308.89
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,110.0,4,2.0,False,False,False,175000,1591,1827.79
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,False,173.0,4,2.0,False,True,True,268000,1549,2197.8
Villaverde,District 21,San Andrés,Neighborhood 134,Áticos,False,75.0,2,1.0,False,False,False,156000,2080,1617.18
Villaverde,District 21,Butarque,Neighborhood 131,Áticos,True,90.0,1,1.0,False,True,True,183159,2035,2197.8
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,125.0,3,2.0,False,False,True,210000,1680,1827.79
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,58.0,2,1.0,False,False,False,85000,1466,1617.18
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,92.0,3,1.0,False,False,False,159900,1738,1796.68
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,70.0,2,1.0,False,False,False,117000,1671,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,54.0,2,1.0,False,False,False,110000,2037,1617.18
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,52.0,2,1.0,False,False,False,100000,1923,1827.79
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,108.0,3,1.0,False,False,False,140000,1296,1617.18
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,65.0,2,1.0,False,False,False,106500,1638,1827.79
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,102.0,3,2.0,False,False,False,127500,1250,1827.79
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,80.0,2,1.0,False,False,True,148000,1850,1617.18
Villaverde,District 21,Butarque,Neighborhood 131,Dúplex,False,108.0,2,1.0,False,True,True,205000,1898,2197.8
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,80.0,3,2.0,False,True,True,220000,2750,1827.79
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,16.0,3,1.0,False,False,False,114000,7125,1827.79
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,54.0,2,1.0,False,False,False,89900,1665,1617.18
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,70.0,2,2.0,False,True,True,210000,3000,1827.79
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,99.0,2,2.0,False,False,False,145000,1465,1617.18
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,64.0,3,1.0,False,False,False,104000,1625,1796.68
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,107.0,3,2.0,False,True,True,228629,2137,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,76.0,2,2.0,False,True,True,169021,2224,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,109.0,3,2.0,False,True,True,223022,2046,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,108.0,3,2.0,False,True,True,220072,2038,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,103.0,3,2.0,False,True,False,235718,2289,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,103.0,3,2.0,False,True,True,245000,2379,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,143.0,3,2.0,False,True,True,260000,1818,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,99.0,3,2.0,False,True,True,235000,2374,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,100.0,3,2.0,False,True,True,235000,2350,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,176.0,2,2.0,False,True,True,265000,1506,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,87.0,2,2.0,False,True,True,190000,2184,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,106.0,3,2.0,False,True,False,256115,2416,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,113.0,3,2.0,False,True,False,261989,2318,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,115.0,3,2.0,False,True,False,273353,2377,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,129.0,3,2.0,False,True,False,297621,2307,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,True,115.0,3,2.0,False,True,False,279778,2433,2197.8
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,110.0,2,2.0,False,False,False,135000,1227,1617.18
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,90.0,3,2.0,False,False,False,195000,2167,1796.68
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,60.0,2,1.0,False,False,False,126900,2115,1827.79
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,80.0,3,1.0,False,False,False,145000,1812,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,73.0,2,1.0,False,False,False,127500,1747,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,122.0,3,2.0,False,False,True,179000,1467,1617.18
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,False,98.0,3,2.0,False,True,True,266122,2716,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,False,97.0,3,2.0,False,True,True,261989,2701,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Áticos,False,111.0,3,2.0,False,True,True,297621,2681,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,False,99.0,3,2.0,False,True,True,251569,2541,2197.8
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,77.0,3,1.0,False,False,False,113500,1474,1827.79
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,85.0,3,1.0,False,False,False,138000,1624,1617.18
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,False,90.0,3,2.0,False,True,True,225000,2500,2197.8
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,133.0,2,1.0,False,True,True,264000,1985,1827.79
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,60.0,3,1.0,False,False,False,98260,1638,1827.79
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,False,133.0,3,3.0,False,True,False,275000,2068,2197.8
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,85.0,2,1.0,False,False,False,124000,1459,1617.18
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,True,59.0,2,2.0,False,True,True,164513,2788,1796.68
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,True,59.0,2,2.0,False,True,True,164416,2787,1796.68
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,True,58.0,2,2.0,False,True,True,165435,2852,1796.68
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,True,79.0,3,2.0,False,True,True,202629,2565,1796.68
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,True,60.0,2,2.0,False,True,True,164242,2737,1796.68
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,121.0,3,2.0,False,True,True,260000,2149,1827.79
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,True,126.0,3,2.0,False,True,True,294900,2340,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,True,134.0,4,2.0,False,True,True,319900,2387,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,True,111.0,3,2.0,False,True,True,259900,2341,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,True,122.0,3,2.0,False,True,True,285900,2343,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,True,125.0,3,2.0,False,True,True,289900,2319,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,True,102.0,2,2.0,False,True,True,249900,2450,1617.18
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,False,104.0,3,2.0,False,True,True,273352,2628,2197.8
Villaverde,District 21,San Cristóbal,Neighborhood 135,Pisos,False,66.0,3,1.0,False,False,False,104900,1589,1308.89
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,95.0,2,1.0,False,False,False,155000,1632,1617.18
Villaverde,District 21,San Cristóbal,Neighborhood 135,Pisos,False,74.0,3,1.0,False,False,False,100000,1351,1308.89
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,False,97.0,2,1.0,False,True,True,210000,2165,2197.8
Villaverde,District 21,San Andrés,Neighborhood 134,Áticos,False,90.0,2,2.0,False,True,True,240000,2667,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,130.0,4,2.0,False,True,False,257000,1977,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,49.0,2,1.0,False,False,False,84000,1714,1617.18
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,151.0,3,2.0,False,True,True,314000,2079,1827.79
Villaverde,District 21,San Cristóbal,Neighborhood 135,Pisos,False,69.0,3,1.0,False,False,False,107000,1551,1308.89
Villaverde,District 21,Butarque,Neighborhood 131,Áticos,False,170.0,3,2.0,False,True,True,325000,1912,2197.8
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,98.0,3,2.0,False,True,True,284900,2907,1827.79
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,50.0,1,1.0,False,True,True,135000,2700,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Áticos,False,136.0,3,2.0,False,False,True,230000,1691,1617.18
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,80.0,3,1.0,False,False,False,163000,2038,1796.68
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,95.0,3,1.0,False,False,False,185000,1947,1617.18
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,56.0,3,1.0,False,False,False,80000,1429,1796.68
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,43.0,1,1.0,False,False,False,84000,1953,1827.79
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,72.0,3,1.0,False,False,False,119900,1665,1617.18
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,100.0,4,2.0,False,False,False,154900,1549,1796.68
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,70.0,3,1.0,False,False,False,119900,1713,1796.68
Villaverde,District 21,San Cristóbal,Neighborhood 135,Pisos,False,60.0,2,1.0,False,False,False,79900,1332,1308.89
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,60.0,2,1.0,False,False,False,79900,1332,1617.18
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,91.0,3,2.0,False,False,False,129900,1427,1796.68
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,74.0,3,1.0,False,False,False,99900,1350,1617.18
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,False,110.0,3,2.0,False,True,True,275000,2500,2197.8
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,83.0,3,1.0,False,False,False,91500,1102,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,65.0,2,1.0,False,False,False,86860,1336,1617.18
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,False,58.0,3,1.0,False,False,False,105000,1810,2197.8
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,82.0,3,1.0,False,False,False,120000,1463,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,83.0,3,1.0,False,False,False,135000,1627,1617.18
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,False,90.0,2,1.0,False,True,False,212000,2356,2197.8
Villaverde,District 21,San Cristóbal,Neighborhood 135,Pisos,False,95.0,2,2.0,False,False,False,184000,1937,1308.89
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,89.0,3,1.0,False,False,False,160000,1798,1617.18
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,178.0,4,2.0,False,True,True,299990,1685,1827.79
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,59.0,2,1.0,False,False,False,117000,1983,1827.79
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,100.0,4,1.0,False,False,False,165000,1650,1796.68
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,68.0,3,1.0,False,False,False,95000,1397,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,50.0,2,1.0,False,False,False,106000,2120,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,114.0,4,2.0,False,False,False,229000,2009,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,81.0,3,2.0,False,False,True,155000,1914,1617.18
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,False,91.0,2,2.0,False,True,True,228208,2508,2197.8
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,False,95.0,3,1.0,False,False,False,100000,1053,2197.8
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,80.0,3,1.0,False,False,False,140000,1750,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,60.0,2,1.0,False,False,False,105000,1750,1617.18
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,80.0,3,1.0,False,False,False,165000,2062,1796.68
Villaverde,District 21,San Cristóbal,Neighborhood 135,Pisos,False,60.0,2,1.0,False,False,False,73000,1217,1308.89
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,50.0,1,1.0,False,True,True,159000,3180,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,136.0,3,1.0,False,False,False,135990,1000,1617.18
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,96.0,2,2.0,False,True,True,210000,2188,1796.68
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,71.0,2,2.0,False,True,False,198000,2789,1827.79
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,74.0,2,1.0,False,False,False,139900,1891,1827.79
Villaverde,District 21,San Cristóbal,Neighborhood 135,Pisos,False,65.0,2,1.0,False,False,False,110000,1692,1308.89
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,93.0,3,1.0,False,False,False,160000,1720,1796.68
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,75.0,3,1.0,False,False,False,103000,1373,1617.18
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,63.0,3,1.0,False,False,False,100000,1587,1827.79
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,65.0,3,1.0,False,False,False,90000,1385,1617.18
Villaverde,District 21,San Cristóbal,Neighborhood 135,Pisos,False,63.0,2,1.0,False,False,False,82260,1306,1308.89
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,72.0,3,1.0,False,False,False,139400,1936,1796.68
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,100.0,2,2.0,False,False,True,154900,1549,1617.18
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,90.0,3,2.0,False,False,True,155000,1722,1617.18
Villaverde,District 21,San Cristóbal,Neighborhood 135,Pisos,False,66.0,3,1.0,False,False,False,88000,1333,1308.89
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,102.0,3,2.0,False,False,False,225000,2206,1796.68
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,105.0,2,1.0,False,False,True,189000,1800,1827.79
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,95.0,4,1.0,False,False,False,138000,1453,1827.79
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,120.0,3,1.0,False,False,False,195000,1625,1796.68
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,False,90.0,3,2.0,False,True,True,222000,2467,2197.8
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,64.0,3,1.0,False,False,False,80500,1258,1827.79
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,80.0,3,1.0,False,False,False,182000,2275,1796.68
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,120.0,3,2.0,False,False,True,295000,2458,1617.18
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,82.0,2,2.0,False,True,True,270000,3293,1796.68
Villaverde,District 21,Butarque,Neighborhood 131,Pisos,False,81.0,3,1.0,False,False,False,116100,1433,2197.8
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,103.0,3,2.0,False,True,True,250000,2427,1827.79
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,63.0,3,1.0,False,False,False,79900,1268,1796.68
Villaverde,District 21,San Cristóbal,Neighborhood 135,Pisos,False,70.0,3,1.0,False,False,False,99000,1414,1308.89
Villaverde,District 21,San Cristóbal,Neighborhood 135,Pisos,False,60.0,3,1.0,False,False,False,74550,1242,1308.89
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,45.0,2,1.0,False,False,False,105000,2333,1827.79
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,95.0,3,1.0,False,False,False,130000,1368,1827.79
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,70.0,3,1.0,False,False,False,120000,1714,1827.79
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,71.0,3,1.0,False,False,False,149000,2099,1827.79
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,70.0,3,1.0,False,False,False,135000,1929,1827.79
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,98.0,4,2.0,False,False,False,230000,2347,1827.79
Villaverde,District 21,Los Ángeles,Neighborhood 132,Pisos,False,55.0,3,1.0,False,False,False,91000,1655,1796.68
Villaverde,District 21,Los Rosales,Neighborhood 133,Pisos,False,115.0,4,1.0,False,False,False,184900,1608,1827.79
Villaverde,District 21,San Cristóbal,Neighborhood 135,Pisos,False,68.0,3,1.0,False,False,False,83900,1234,1308.89
Villaverde,District 21,San Andrés,Neighborhood 134,Pisos,False,120.0,3,1.0,False,True,True,180000,1500,1617.18
